year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-avg-temp,may-avg-temp,june-avg-temp,july-avg-temp,august-avg-temp,september-avg-temp,october-avg-temp,november-avg-temp,april-precipitation,may-precipitation,june-precipitation,july-precipitation,august-precipitation,september-precipitation,october-precipitation,november-precipitation,april-pdsi,may-pdsi,june-pdsi,july-pdsi,august-pdsi,september-pdsi,october-pdsi,november-pdsi,population-density,price-received,grain-yield,silage-yield,subsoil-score-april,subsoil-score-may,subsoil-score-june,subsoil-score-july,subsoil-score-august,subsoil-score-september,subsoil-score-october,topsoil-score-april,topsoil-score-may,topsoil-score-june,topsoil-score-july,topsoil-score-august,topsoil-score-september,topsoil-score-october
1972,nebraska,,,,,,47.2,58.5,69.3,71.3,70.8,62.2,47.8,31.6,2.5,4.31,3.22,4.34,2.03,1.9,1.18,2.03,0.12,0.51,0.23,1.2,1.05,0.93,0.94,1.87,19.638733145773617,1.53,104.0,15.0,,,,,,,,,,,,,,
1973,illinois,,,,,,50.8,58.8,72.4,75.6,74.2,67.6,59.1,43.4,5.8,4.92,6.08,4.45,2.06,3.92,3.84,3.32,3.71,3.81,4.2,4.17,3.3,3.17,3.12,3.07,194.27866190209372,2.64,103.0,14.5,,,,,,,,,,,,,,
1973,indiana,,,,,,50.3,57.8,72.1,74.7,72.9,68.0,57.9,44.1,4.48,3.57,6.1,5.41,3.13,1.74,2.71,4.57,2.39,2.11,2.68,3.13,2.86,2.01,1.63,1.87,146.57723667645536,2.51,102.0,15.2,,,,,,,,,,,,,,
1973,iowa,,,,,,46.7,57.2,70.8,73.2,72.8,62.2,56.2,37.6,4.63,6.04,3.49,5.22,2.74,6.92,2.57,2.25,4.72,5.3,4.24,4.45,3.57,4.5,4.24,4.39,50.88985248826209,2.58,107.0,15.5,,,,,,,,,,,,,,
1973,minnesota,,,,,,41.1,52.8,65.0,68.1,69.3,55.9,50.5,28.8,1.65,3.45,2.81,4.12,3.87,4.35,2.85,1.69,2.03,2.17,1.27,1.51,1.41,2.17,2.44,2.85,44.737963622133705,2.48,93.0,12.9,,,,,,,,,,,,,,
1973,missouri,,,,,,52.2,61.4,73.4,77.3,76.3,69.0,61.0,47.1,6.65,6.28,4.0,4.78,2.07,6.59,4.61,4.54,4.51,4.75,4.1,4.21,3.32,3.8,3.9,4.34,68.61069456592516,2.52,88.0,12.0,,,,,,,,,,,,,,
1973,nebraska,,,,,,46.0,56.4,69.3,73.4,74.7,59.5,53.3,35.8,2.4,3.73,1.69,4.13,1.3,6.56,1.82,1.34,3.92,4.11,2.87,3.47,2.51,5.01,5.07,5.24,19.775181740762925,2.41,94.0,14.5,,,,,,,,,,,,,,
1974,illinois,,,,,,54.2,60.9,67.4,76.9,71.6,61.0,53.9,41.4,3.93,7.01,5.75,1.69,4.26,2.71,1.76,3.38,3.12,3.93,4.43,3.19,3.25,2.9,2.22,2.04,194.4647668809803,3.02,82.0,11.5,,,,,,,,,,,,,,
1974,indiana,,,,,,52.8,60.1,66.8,75.0,71.8,60.7,51.9,42.2,3.47,6.37,4.15,1.31,5.17,4.34,1.59,3.29,1.64,2.35,2.37,1.08,1.69,2.25,1.78,1.7,147.22559724104224,3.03,73.0,11.5,,,,,,,,,,,,,,
1974,iowa,,,,,,50.6,57.9,66.6,77.0,68.0,58.3,51.9,36.8,3.34,6.27,4.7,2.29,4.77,1.59,2.9,1.41,3.22,4.0,3.8,2.75,2.92,2.09,2.07,1.67,50.95764721896774,2.97,80.0,11.5,,,,,,,,,,,,,,
1974,minnesota,,,,,,42.1,50.6,63.3,72.3,63.6,52.8,46.3,30.2,2.48,3.92,3.19,2.72,4.62,0.97,1.52,1.44,2.19,2.74,-0.36,-0.87,-0.09,-0.85,-1.16,-1.22,44.905823065127464,2.92,62.0,9.7,,,,,,,,,,,,,,
1974,missouri,,,,,,56.6,65.1,68.8,79.8,73.4,61.4,57.0,43.8,3.64,6.31,3.9,1.72,5.85,3.72,2.82,4.2,3.28,3.47,3.11,2.15,2.73,2.7,2.36,2.64,68.80127803538784,3.15,54.0,9.0,,,,,,,,,,,,,,
1974,nebraska,,,,,,49.7,59.9,67.8,78.6,68.3,58.9,53.4,37.0,2.0,2.74,2.87,1.02,2.77,0.67,1.21,0.37,0.2,-0.12,-0.28,-1.09,-0.79,-1.41,-1.47,-1.75,19.899606724482567,2.92,70.0,8.0,,,,,,,,,,,,,,
1975,illinois,,,,,,48.4,65.2,72.3,74.0,74.6,61.8,56.3,45.9,4.28,4.09,4.0,3.33,5.07,2.73,1.84,3.0,2.88,2.44,2.16,1.92,2.39,0.03,-0.36,-0.43,194.97583898759444,2.56,116.0,16.5,,,,,,,,,,,,,,
1975,indiana,,,,,,47.0,65.0,71.2,73.2,74.6,61.1,55.0,46.3,4.23,3.66,5.15,2.39,5.53,2.7,2.83,3.24,2.7,2.07,2.28,1.54,2.24,2.1,1.94,1.75,147.3320235972163,2.48,98.0,15.5,,,,,,,,,,,,,,
1975,iowa,,,,,,43.5,62.8,69.2,74.3,73.4,58.7,53.9,40.2,3.81,3.3,5.38,0.96,5.12,2.14,0.31,3.47,2.39,-0.39,-0.01,-1.12,-0.75,-1.13,-2.11,-1.62,51.19429792114522,2.5,90.0,13.5,,,,,,,,,,,,,,
1975,minnesota,,,,,,35.1,57.3,63.8,71.9,66.4,53.9,47.9,31.6,2.93,2.19,6.02,2.41,3.34,2.12,1.33,2.42,2.24,1.3,2.17,-0.61,-0.68,-0.86,-1.31,0.5,45.23468631978322,2.5,70.0,9.3,,,,,,,,,,,,,,
1975,missouri,,,,,,53.9,66.7,73.3,77.2,77.1,63.8,58.3,46.9,3.94,3.94,4.18,1.77,5.1,4.9,1.54,3.11,3.23,-0.37,-0.44,-0.95,0.37,0.77,-0.58,-0.65,68.9788498972628,2.59,63.0,10.0,,,,,,,,,,,,,,
1975,nebraska,,,,,,45.1,59.3,66.7,75.4,73.8,59.9,52.9,34.4,2.31,2.82,5.3,2.29,1.63,0.88,0.29,2.13,-1.35,-1.65,-0.67,-0.87,-1.44,-1.93,-2.53,-1.35,19.950364464100534,2.48,85.0,12.0,,,,,,,,,,,,,,
1976,illinois,,,,,,54.1,58.7,70.9,75.3,70.5,63.8,48.3,33.4,2.66,3.57,2.91,3.37,1.88,2.24,3.18,0.61,-0.51,-0.47,-0.8,-0.85,-1.34,-1.61,-1.18,-1.82,195.858361298867,2.14,107.0,13.5,,,,,,,,,,,,,,
1976,indiana,,,,,,53.0,58.1,70.5,73.1,69.3,62.5,47.9,33.8,1.69,3.44,5.13,3.65,2.28,2.81,3.08,0.97,-1.08,-1.13,0.48,0.47,0.15,0.17,0.54,-0.43,147.97239394775607,2.1,110.0,17.5,,,,,,,,,,,,,,
1976,iowa,,,,,,52.2,57.6,69.3,74.5,71.0,62.4,45.4,29.5,4.58,3.2,3.25,2.55,1.48,1.47,1.53,0.1,1.36,-0.14,-0.66,-1.13,-2.1,-2.9,-2.98,-3.81,51.58942658097224,2.05,91.0,12.5,,,,,,,,,,,,,,
1976,minnesota,,,,,,46.8,54.3,66.9,70.2,68.9,57.7,39.6,22.9,1.15,0.84,4.43,2.23,1.46,1.05,0.5,0.14,-0.93,-2.14,-2.15,-2.94,-4.24,-5.08,-5.45,-6.37,45.604671859692374,2.03,59.0,6.9,,,,,,,,,,,,,,
1976,missouri,,,,,,56.7,60.0,70.7,77.3,74.2,67.5,50.8,36.3,3.71,3.82,3.44,2.89,1.96,1.62,3.75,0.58,-0.94,-0.91,-1.04,-1.1,-1.56,-2.18,-1.72,-2.31,69.41956610090322,2.27,61.0,9.5,,,,,,,,,,,,,,
1976,nebraska,,,,,,50.5,57.0,68.6,75.3,73.2,63.2,46.0,31.6,3.24,2.8,1.81,2.67,1.33,2.05,0.63,0.13,-0.73,-0.82,-1.65,-1.74,-2.48,-2.37,-2.4,-2.61,20.051130083708895,2.06,85.0,9.0,,,,,,,,,,,,,,
1977,illinois,,,,,,57.6,68.9,70.7,77.6,71.8,67.4,52.0,41.8,2.0,3.23,3.69,3.78,6.86,4.82,4.04,2.6,-2.85,-3.29,-3.13,-2.96,1.45,2.0,2.63,2.78,196.6088419722155,2.09,105.0,14.5,,,,,,,,,,,,,,
1977,indiana,,,,,,55.9,68.1,69.0,76.7,71.6,67.6,51.0,43.2,3.16,2.45,3.95,3.68,6.85,3.83,3.63,2.83,-1.32,-2.15,-1.98,-2.07,1.53,1.71,2.19,2.3,148.97597581518716,1.97,102.0,15.0,,,,,,,,,,,,,,
1977,iowa,,,,,,55.0,67.1,70.9,76.6,68.4,63.7,49.4,35.2,2.53,2.77,2.67,3.99,8.2,4.69,4.12,1.65,-4.97,-5.47,-5.86,-5.68,1.6,1.97,2.85,2.93,51.77585764776986,1.99,86.0,12.5,,,,,,,,,,,,,,
1977,minnesota,,,,,,48.5,63.9,65.0,70.3,61.6,56.8,45.2,26.9,2.02,3.92,3.82,3.72,4.36,4.83,2.73,2.85,-7.34,-6.87,-6.52,-5.98,0.67,1.72,2.26,3.58,45.888605423103456,1.9,100.0,13.0,,,,,,,,,,,,,,
1977,missouri,,,,,,59.5,69.0,74.4,79.4,75.7,69.8,55.5,44.8,2.2,3.95,5.71,2.66,5.7,6.87,4.16,2.96,-3.09,-3.35,0.31,-0.29,0.72,1.6,2.06,2.21,69.76593021732828,2.05,76.0,11.0,,,,,,,,,,,,,,
1977,nebraska,,,,,,52.8,64.1,71.8,76.2,69.4,64.4,51.0,36.2,3.63,5.36,2.88,3.06,4.8,2.15,1.45,1.04,1.13,1.63,0.98,1.0,2.41,2.26,2.19,2.18,20.127809694935124,1.97,99.0,13.0,,,,,,,,,,,,,,
1978,illinois,,,,,,52.7,60.8,72.0,75.1,73.0,70.1,52.4,43.3,3.67,4.86,3.08,4.68,3.23,2.85,1.9,3.38,0.13,0.47,0.05,0.46,-0.02,-0.35,-0.61,-0.57,197.06201743806068,2.3,111.0,15.5,,,,,,,,,,,,,,
1978,indiana,,,,,,51.4,59.5,71.0,73.7,71.9,68.9,51.2,44.0,3.83,4.17,3.22,5.14,5.26,1.39,2.78,3.18,1.25,1.22,0.76,1.24,2.09,1.15,1.16,1.05,150.19993382674963,2.23,108.0,15.0,,,,,,,,,,,,,,
1978,iowa,,,,,,48.2,59.6,69.8,72.7,71.2,67.5,49.8,35.0,4.64,3.76,4.25,5.87,3.29,5.51,1.31,2.41,2.23,1.98,1.63,2.48,2.22,2.75,2.35,2.76,51.85575413774432,2.17,115.0,16.0,,,,,,,,,,,,,,
1978,minnesota,,,,,,40.9,57.4,63.7,67.6,67.1,61.4,45.9,25.5,2.35,3.2,3.65,5.42,4.19,3.29,0.48,1.22,2.3,1.94,1.57,2.64,2.92,2.9,2.02,1.88,46.18741202562856,2.08,104.0,12.5,,,,,,,,,,,,,,
1978,missouri,,,,,,56.4,62.9,73.2,78.8,75.5,72.0,54.9,45.6,4.21,5.05,3.23,4.99,4.12,2.89,1.83,5.19,1.59,1.64,1.07,1.44,1.56,-0.39,-0.8,0.55,70.14216221357427,2.26,87.0,13.0,,,,,,,,,,,,,,
1978,nebraska,,,,,,48.7,57.8,69.4,74.5,71.3,66.6,50.8,33.6,3.82,3.79,1.87,4.3,2.71,1.39,0.61,0.95,2.34,2.58,1.58,2.38,2.54,1.85,1.26,1.32,20.21885299661361,2.22,113.0,15.0,,,,,,,,,,,,,,
1979,illinois,,,,,,49.1,61.4,71.9,73.6,72.6,65.7,54.3,40.4,5.84,2.34,2.81,5.66,4.87,0.46,1.86,3.28,2.24,1.42,0.75,1.46,1.99,-1.01,-1.32,-1.25,196.7905093022272,2.57,127.0,16.0,,,,,,,,,,,,,,
1979,indiana,,,,,,48.6,59.8,70.4,72.0,71.3,64.7,53.3,41.3,4.49,3.19,3.92,8.05,6.09,1.64,2.68,5.26,1.61,1.17,1.03,2.87,4.1,3.37,3.28,4.16,151.05002670269127,2.55,112.0,16.5,,,,,,,,,,,,,,
1979,iowa,,,,,,44.6,58.7,69.0,72.2,70.9,64.2,51.1,34.8,3.05,2.91,4.11,4.73,6.09,1.46,3.68,1.85,3.26,2.6,2.17,2.48,3.26,2.4,2.87,3.0,51.81434870588478,2.42,127.0,17.5,,,,,,,,,,,,,,
1979,minnesota,,,,,,36.8,49.7,62.9,68.6,64.1,58.8,42.9,27.3,1.94,3.25,4.46,3.55,4.07,1.4,3.39,1.14,3.35,3.46,3.45,3.3,3.54,2.5,3.21,3.16,46.58972025688372,2.29,100.0,13.5,,,,,,,,,,,,,,
1979,missouri,,,,,,52.8,63.3,72.1,75.9,74.8,66.9,57.7,41.8,5.06,4.46,3.91,5.2,3.56,1.57,2.94,3.41,1.71,1.52,1.23,1.85,1.88,-0.56,-0.64,-0.41,70.47255949510945,2.43,103.0,13.5,,,,,,,,,,,,,,
1979,nebraska,,,,,,47.3,56.2,67.9,73.0,71.0,65.9,52.0,31.6,2.08,3.02,4.01,3.87,2.68,1.26,2.58,1.62,2.19,2.15,2.31,3.13,3.42,2.69,3.31,3.82,20.263586001982475,2.42,115.0,15.5,,,,,,,,,,,,,,
1980,illinois,,,,,,50.1,63.2,70.5,78.8,77.2,67.8,51.2,41.3,2.43,2.92,4.48,3.06,5.3,4.75,2.18,1.23,-1.46,-1.78,-1.37,-1.57,0.55,0.99,-0.02,-0.54,197.4443286588372,3.14,93.0,14.0,,,,,,,,,,,,,,
1980,indiana,,,,,,48.5,62.3,68.5,77.0,75.9,67.1,50.4,40.0,2.71,3.25,5.32,3.97,5.24,3.11,2.3,1.46,2.03,1.45,1.95,1.74,2.33,2.15,2.01,-0.41,150.76301052594005,3.16,96.0,14.5,,,,,,,,,,,,,,
1980,iowa,,,,,,49.3,61.2,69.6,76.7,73.3,64.3,47.8,38.6,1.44,2.83,4.77,2.56,7.82,3.13,1.96,0.43,-0.94,-1.36,-1.15,-1.63,1.36,-0.02,0.1,-0.5,51.78376555213788,2.97,110.0,14.8,,,,,,,,,,,,,,
1980,minnesota,,,,,,45.9,58.8,64.2,70.2,66.1,56.1,41.6,31.9,0.5,1.62,3.49,2.31,5.69,3.58,1.39,0.54,-1.4,-2.46,-2.8,-3.59,-2.22,-1.56,-1.47,-1.82,46.98887673816423,2.85,97.0,12.0,,,,,,,,,,,,,,
1980,missouri,,,,,,53.6,64.4,74.4,84.0,80.9,71.0,54.4,44.0,1.94,2.51,2.67,1.93,3.77,3.0,3.54,1.36,-1.0,-1.64,-2.14,-3.03,-3.29,-3.57,-3.26,-3.79,70.60936069682538,3.26,53.0,7.5,,,,,,,,,,,,,,
1980,nebraska,,,,,,48.7,58.8,71.0,78.1,73.6,64.7,49.6,39.5,1.24,2.34,2.44,1.46,3.8,0.68,1.33,0.13,-0.18,-0.45,-1.0,-1.73,-1.06,-1.92,-1.69,-2.24,20.32760849983988,3.04,85.0,11.5,,,,,,,,,,,,,,
1981,illinois,,,,,,57.3,58.2,72.8,74.8,72.0,64.5,52.5,44.0,5.04,6.2,5.48,6.46,5.68,2.75,2.57,2.05,0.27,1.22,1.62,2.71,3.71,3.51,3.47,3.26,197.5955195286768,2.53,126.0,16.0,,,,,,,,,,,,,,
1981,indiana,,,,,,55.5,57.8,71.9,74.2,71.4,63.7,51.3,42.8,5.69,7.32,4.46,4.94,4.11,3.3,2.54,1.82,0.54,1.82,1.76,2.11,2.41,2.47,2.44,2.0,150.48057979848733,2.47,108.0,15.0,,,,,,,,,,,,,,
1981,iowa,,,,,,54.4,57.8,70.2,73.3,69.6,62.7,48.9,39.7,3.41,2.54,5.43,4.92,5.15,2.59,2.54,2.05,-0.98,-1.31,0.3,0.88,1.58,1.38,1.64,1.88,51.67652015245018,2.41,125.0,16.5,,,,,,,,,,,,,,
1981,minnesota,,,,,,45.2,54.1,63.2,69.0,66.9,56.3,43.0,35.2,2.62,1.96,5.73,3.82,4.35,2.08,3.49,0.74,-1.7,-2.14,0.92,1.16,1.65,1.3,2.29,2.03,47.29612634974555,2.33,110.0,13.5,,,,,,,,,,,,,,
1981,missouri,,,,,,61.9,60.2,74.0,78.0,73.7,67.3,55.2,46.6,3.17,7.54,7.62,7.39,3.33,1.86,4.51,3.05,-5.14,1.19,2.03,3.32,3.25,2.55,2.89,2.9,70.75422421768606,2.48,107.0,14.0,,,,,,,,,,,,,,
1981,nebraska,,,,,,55.7,56.0,70.2,74.2,70.5,63.9,49.1,40.6,1.44,4.34,2.39,4.83,3.75,1.17,1.26,1.71,-3.83,-3.31,-3.93,0.54,1.03,0.25,0.23,0.57,20.40801155197542,2.51,115.0,16.0,,,,,,,,,,,,,,
1982,illinois,,,,,,47.0,67.4,66.9,75.5,71.0,64.7,55.1,42.1,3.19,4.5,3.82,5.86,3.33,2.72,2.7,4.17,2.81,2.41,2.33,3.06,3.04,2.75,2.59,3.1,197.2493829164332,2.61,131.0,16.5,,,,,,,,,,,,,,
1982,indiana,,,,,,46.2,66.9,66.2,74.6,69.7,63.9,54.7,43.3,2.51,4.6,4.26,3.72,3.54,2.57,1.61,4.96,2.06,1.73,1.89,1.7,1.81,1.56,0.97,1.43,150.13700059446094,2.41,126.0,17.0,,,,,,,,,,,,,,
1982,iowa,,,,,,44.3,62.4,64.5,74.0,70.0,61.8,52.0,35.0,2.46,7.03,3.3,6.21,4.5,3.41,3.33,2.93,2.03,3.01,2.44,3.3,3.5,3.43,3.77,4.35,51.324769457931815,2.69,120.0,15.8,,,,,,,,,,,,,,
1982,minnesota,,,,,,38.8,57.5,58.9,69.6,65.5,56.3,46.2,25.4,1.59,4.34,2.41,4.45,2.89,3.37,4.29,1.97,2.03,2.35,1.61,2.0,1.56,1.76,2.96,3.61,47.52298333149864,2.57,113.0,13.5,,,,,,,,,,,,,,
1982,missouri,,,,,,50.9,67.2,68.5,78.0,74.2,66.4,56.2,44.2,2.65,6.19,5.16,3.4,7.9,2.75,2.75,3.57,1.78,1.97,2.18,2.0,3.54,3.25,3.03,3.31,70.71673873739203,2.7,101.0,13.0,,,,,,,,,,,,,,
1982,nebraska,,,,,,45.2,58.5,63.5,74.9,72.5,61.9,49.9,33.4,1.67,6.34,3.58,2.9,3.4,1.89,2.72,1.44,-0.53,1.4,1.65,1.99,2.64,2.48,3.32,3.72,20.450223477561934,2.82,110.0,14.5,,,,,,,,,,,,,,
1983,illinois,,,,,,46.8,58.9,72.1,79.1,78.9,67.0,55.4,44.4,6.16,5.51,3.91,2.02,2.37,2.57,4.8,5.5,3.79,4.09,3.61,2.46,1.29,0.64,1.11,1.79,196.9973866219563,3.26,79.0,11.5,,,,,,,,,,,,,,
1983,indiana,,,,,,46.9,57.9,71.0,77.7,77.2,66.4,54.9,44.3,5.66,6.58,3.25,2.24,2.45,1.72,5.86,4.55,0.94,1.91,-0.32,-1.17,-1.97,-2.61,0.87,1.21,149.65574808035794,3.3,73.0,11.0,,,,,,,,,,,,,,
1983,iowa,,,,,,42.6,55.9,69.6,77.2,78.1,64.2,51.0,37.6,2.91,4.69,5.41,2.64,2.43,4.1,3.36,4.68,4.68,4.76,4.61,3.61,2.31,2.03,2.2,3.21,51.01118995123933,3.12,87.0,12.0,,,,,,,,,,,,,,
1983,minnesota,,,,,,39.3,51.0,63.8,72.8,72.1,58.1,44.8,30.5,1.43,2.54,4.97,3.53,3.91,3.4,2.47,2.79,3.09,2.72,2.99,2.66,2.34,2.39,2.55,3.51,47.63807971925959,3.06,84.0,11.5,,,,,,,,,,,,,,
1983,missouri,,,,,,48.3,61.0,71.7,79.8,81.9,69.4,57.8,46.3,7.35,5.06,3.44,1.75,1.61,2.43,5.56,6.94,4.21,4.08,-0.27,-0.93,-2.08,-2.6,0.53,1.66,70.92162493316667,3.4,51.0,8.0,,,,,,,,,,,,,,
1983,nebraska,,,,,,41.8,54.2,66.3,76.3,78.6,65.0,51.6,36.7,1.64,4.42,5.46,2.28,1.59,1.58,1.2,2.45,4.98,5.54,6.19,5.75,4.67,3.81,3.33,4.11,20.482713085218577,3.13,97.0,14.0,,,,,,,,,,,,,,
1984,illinois,,,,,,50.0,59.2,74.5,73.3,74.7,64.3,57.8,41.0,4.96,4.92,2.49,3.08,1.67,4.43,4.87,4.3,2.47,2.68,-0.73,-0.89,-1.74,0.38,0.97,1.55,197.0546098451917,2.66,114.0,14.0,,,,,,,,,,,,,,
1984,indiana,,,,,,49.2,58.1,73.8,71.5,73.2,63.6,58.5,40.6,4.81,4.93,2.04,3.78,2.21,4.01,3.97,4.52,1.23,1.55,-0.97,-0.91,-1.54,0.34,0.5,0.93,149.87340590424648,2.6,117.0,16.0,,,,,,,,,,,,,,
1984,iowa,,,,,,46.4,56.9,70.5,72.2,73.4,61.1,52.2,37.4,5.76,4.76,6.65,4.02,0.99,2.07,5.24,2.04,3.56,3.73,4.14,4.0,2.49,1.62,2.55,2.5,50.79927588474789,2.51,112.0,15.0,,,,,,,,,,,,,,
1984,minnesota,,,,,,44.2,52.6,64.9,68.5,70.0,53.2,47.3,29.2,2.53,2.18,6.68,2.32,2.46,2.22,5.31,0.6,2.62,1.98,3.12,2.32,1.27,0.92,2.47,2.15,47.824999197684086,2.47,107.0,12.0,,,,,,,,,,,,,,
1984,missouri,,,,,,52.2,61.1,74.7,75.5,76.9,66.2,58.1,43.6,5.28,4.0,4.01,2.77,1.47,5.07,7.08,4.24,2.47,-0.06,-0.27,-0.4,-1.22,0.33,1.6,2.27,71.37416204601575,2.69,80.0,11.0,,,,,,,,,,,,,,
1984,nebraska,,,,,,43.7,57.4,69.1,74.1,75.1,59.7,48.8,37.5,5.46,3.26,4.62,2.57,1.38,0.78,2.97,0.83,5.43,5.17,5.29,5.15,4.2,3.19,4.07,3.75,20.538900842829293,2.58,116.0,15.0,,,,,,,,,,,,,,
1985,illinois,,,,,,56.7,64.5,69.1,74.3,70.5,66.7,56.2,41.6,2.19,3.3,4.5,3.24,5.12,1.7,3.96,9.05,1.9,1.28,1.44,1.24,1.99,1.26,1.55,3.95,196.84177537035805,2.27,135.0,16.0,,,,,,,,,,,,,,
1985,indiana,,,,,,56.2,63.6,68.4,73.4,70.5,66.0,56.7,45.7,2.13,3.94,3.58,3.14,5.45,1.93,3.91,8.2,-0.92,-1.07,-1.02,-1.14,1.02,-0.42,0.36,2.28,149.89781587087154,2.2,123.0,16.0,,,,,,,,,,,,,,
1985,iowa,,,,,,53.6,63.2,66.5,72.7,67.9,62.7,50.6,28.5,2.34,2.8,2.96,2.81,3.88,5.31,3.16,2.24,-0.49,-1.06,-1.46,-1.75,0.02,0.59,1.02,1.47,50.28510216568179,2.02,126.0,16.0,,,,,,,,,,,,,,
1985,minnesota,,,,,,46.6,58.7,60.0,67.7,62.6,54.8,43.8,18.8,2.79,4.5,4.08,3.16,4.63,4.36,1.89,1.75,2.34,2.64,2.7,2.45,3.17,4.02,4.07,4.46,48.130925994495016,2.05,115.0,12.5,,,,,,,,,,,,,,
1985,missouri,,,,,,58.5,65.4,70.1,77.0,73.2,68.0,58.0,42.7,3.07,4.73,6.77,2.59,6.08,3.17,4.31,7.66,2.89,2.56,3.15,2.62,3.41,3.05,3.2,4.84,71.73266267844875,2.14,110.0,13.5,,,,,,,,,,,,,,
1985,nebraska,,,,,,52.5,62.2,66.1,74.6,69.5,60.0,49.4,24.6,2.79,3.31,2.44,3.27,2.57,3.74,1.38,0.9,2.23,1.79,1.15,1.24,1.27,2.23,2.32,2.34,20.487509601112173,2.22,128.0,16.5,,,,,,,,,,,,,,
1986,illinois,,,,,,55.9,64.1,72.9,77.7,69.6,69.2,55.2,37.8,1.88,4.62,3.98,5.73,2.21,6.25,4.89,1.81,0.74,0.7,0.57,1.3,0.94,1.95,2.81,2.75,196.62509032860183,1.54,135.0,16.0,,,,,,,,,,,,,,
1986,indiana,,,,,,54.0,62.8,71.5,76.4,69.2,68.4,54.9,39.1,2.39,4.93,4.36,5.51,2.5,4.67,4.4,2.43,-1.2,0.22,0.3,0.94,0.71,1.25,1.95,2.09,149.7576988183544,1.53,122.0,17.0,,,,,,,,,,,,,,
1986,iowa,,,,,,51.9,60.9,71.3,75.3,67.0,64.7,51.3,31.3,4.57,5.62,4.65,5.05,3.92,6.79,3.77,1.15,1.65,2.17,1.87,2.25,2.36,3.48,4.06,3.87,49.61490282784883,1.41,135.0,17.0,,,,,,,,,,,,,,
1986,minnesota,,,,,,45.2,56.4,65.1,69.8,63.2,55.7,45.2,23.5,4.73,2.81,4.58,5.1,3.58,5.61,1.03,1.43,4.39,3.66,3.5,4.12,4.11,5.47,4.83,4.88,48.371448227963086,1.46,122.0,13.5,,,,,,,,,,,,,,
1986,missouri,,,,,,58.2,65.8,75.6,80.4,72.1,71.1,56.8,39.9,3.45,5.37,3.35,4.18,3.32,8.34,6.1,2.02,1.8,1.78,1.14,1.07,0.96,2.15,3.2,3.03,72.05974608859168,1.45,116.0,13.5,,,,,,,,,,,,,,
1986,nebraska,,,,,,49.2,58.7,71.6,75.3,69.7,62.5,50.4,34.2,3.64,3.21,4.07,3.16,2.8,3.76,2.73,0.53,2.07,1.97,1.95,2.24,2.48,3.34,4.16,3.82,20.35394408710473,1.52,128.0,15.5,,,,,,,,,,,,,,
1987,illinois,,,,,,53.2,68.2,74.6,77.3,74.3,66.6,48.7,45.7,2.52,2.6,3.32,4.37,5.34,2.11,1.3,3.7,-1.57,-2.25,-2.55,-2.27,-1.38,-1.76,-2.03,-1.93,196.69279469139775,1.96,132.0,15.5,,,,,,,,,,,,,,
1987,indiana,,,,,,51.4,66.7,73.0,75.5,73.3,66.6,47.4,45.8,2.71,3.38,4.54,5.39,3.27,1.91,1.71,2.75,-1.88,-2.23,-1.94,-1.16,-1.08,-1.5,-1.61,-1.91,150.2767606958351,2.08,135.0,18.0,,,,,,,,,,,,,,
1987,iowa,,,,,,52.9,65.3,73.0,76.3,69.9,62.8,46.3,41.0,1.92,3.97,2.54,5.21,7.66,2.57,0.78,2.64,-0.67,-0.87,-1.81,0.31,1.79,1.51,1.03,1.3,49.17136713094655,1.89,130.0,16.0,,,,,,,,,,,,,,
1987,minnesota,,,,,,49.8,59.2,67.8,71.4,65.3,58.5,41.0,33.6,0.39,3.73,1.78,5.91,3.02,2.39,0.81,1.19,-1.69,-1.56,-2.99,-1.93,-2.1,-2.34,-2.71,-3.01,48.71565613395536,1.98,127.0,13.5,,,,,,,,,,,,,,
1987,missouri,,,,,,55.9,69.8,75.4,78.4,77.1,67.4,51.7,47.0,2.15,3.49,3.36,4.95,4.67,2.61,2.13,4.44,-0.83,-1.44,-1.78,0.34,0.61,-0.36,-0.59,0.28,72.54216542702532,1.82,113.0,14.0,,,,,,,,,,,,,,
1987,nebraska,,,,,,51.7,63.2,71.0,75.6,69.8,61.8,47.5,39.6,1.12,4.45,2.98,2.71,3.39,1.94,0.62,1.37,4.34,4.34,3.61,3.4,3.78,3.45,2.85,2.85,20.253281896410513,1.96,131.0,17.0,,,,,,,,,,,,,,
1988,illinois,,,,,,52.0,64.6,73.6,77.5,78.0,67.6,48.7,42.4,1.84,1.7,0.99,2.56,2.55,2.36,2.58,5.12,-0.73,-1.64,-2.88,-3.5,-4.13,-4.42,-4.13,-3.38,196.67561391073417,2.59,73.0,7.5,,,,,,,,,,,,,,
1988,indiana,,,,,,50.6,63.1,72.1,76.4,76.2,65.5,47.1,42.6,2.99,1.54,0.69,4.2,2.92,2.74,3.35,5.33,-1.07,-2.0,-3.37,-3.38,-3.81,-3.82,0.13,0.54,150.79085271509393,2.65,83.0,11.5,,,,,,,,,,,,,,
